년도,월,구,동,전기,가스,수도,탄소
2022,2,도봉구,쌍문2동,252111,95187,14828,325037
2022,2,도봉구,쌍문3동,214094,72510,10661,256737
2022,2,도봉구,쌍문4동,716273,288745,27878,959744
2022,2,도봉구,창1동,1336685,50999,33545,692129
2022,2,도봉구,창2동,572339,254492,35019,824361
2022,2,도봉구,창3동,461162,187132,26733,623584
2022,2,도봉구,창4동,1393909,121080,24027,870214
2022,2,도봉구,창5동,1067789,470315,59534,1526013
2022,2,동대문구,용신동,252361,116272,15427,372572
2022,2,동대문구,이문1동,221987,90930,13586,302316
2022,2,동대문구,장안1동,481490,188494,29789,636268
2022,2,동작구,노량진1동,763558,187351,39249,756446
2022,2,동작구,대방동,519025,152988,27774,571980
2022,2,동작구,사당1동,23114,8018,1622,28299
2022,2,동작구,사당2동,656395,78475,32446,464868
2022,2,동작구,사당3동,808285,282191,9500,977975
2022,2,동작구,사당4동,98718,29661,6459,110441
2022,2,동작구,사당5동,265506,83867,10409,303892
2022,2,동작구,상도1동,740453,279487,38944,952932
2022,2,동작구,상도3동,229992,16483,701,134671
2022,2,동작구,상도4동,40676,33996,1159,93782
2022,2,동작구,신대방2동,307671,80850,3485,312714
2022,2,마포구,공덕동,704872,322678,42219,1035681
2022,2,마포구,대흥동,218336,61286,7787,232440
2022,2,마포구,도화동,667831,108231,37939,538194
2022,2,마포구,망원1동,105694,77301,3858,219249
2022,2,마포구,망원2동,176483,156002,16315,429690
2022,2,마포구,상암동,3024853,69266,126926,1479832
2022,2,마포구,서강동,564814,245939,28842,799960
2022,2,마포구,서교동,49435,31341,2179,91888
2022,2,마포구,성산1동,23543,26696,2892,70742
2022,2,마포구,성산2동,1130131,241345,35262,1031495
2022,2,마포구,신수동,552412,219031,36448,736953
2022,2,마포구,아현동,660509,241235,35681,832268
2022,2,마포구,염리동,145122,62624,8287,204561
2022,2,마포구,용강동,645432,115357,39205,545078
2022,2,마포구,합정동,33394,36891,1604,97327
2022,2,서대문구,남가좌1동,236068,15831,12881,139831
2022,2,서대문구,남가좌2동,469346,164924,28820,578001
2022,2,서대문구,북가좌1동,489967,68161,30997,370718
2022,2,서대문구,북가좌2동,203608,52699,16216,209759
2022,2,서대문구,신촌동,40203,15566,86,51942
2022,2,서대문구,연희동,143431,67839,8699,215662
2022,2,서대문구,홍제3동,223725,84983,14192,289933
2022,2,서초구,내곡동,264995,28355,14200,180587
2022,2,서초구,반포1동,799287,10193,39852,374961
2022,2,서초구,반포2동,490424,13662,24384,246638
2022,2,서초구,반포3동,287336,15770,15856,162419
2022,2,서초구,반포4동,275410,10856,18796,147332
2022,2,서초구,반포본동,8582,2760,303,9922
2022,2,서초구,방배3동,280640,54608,13329,245739
2022,2,서초구,방배본동,321248,51651,19726,258456
2022,2,서초구,서초1동,520517,58469,23731,359548
2022,2,서초구,서초2동,487269,31415,17557,282801
2022,2,서초구,서초3동,309293,72392,16702,298843
2022,2,서초구,서초4동,845251,8534,100374,410827
2022,2,서초구,양재1동,706199,69186,33600,465560
2022,2,서초구,양재2동,44585,7326,2148,36027
2022,2,서초구,잠원동,836535,66237,40923,516648
2022,2,성동구,금호1가동,429957,79205,25270,368111
2022,2,성동구,금호2.3가동,373540,81886,17346,347564
2022,2,성동구,성수1가2동,251036,45485,7388,210778
2022,2,성동구,옥수동,519754,48275,23711,336384
2022,2,성동구,왕십리도선동,462455,67905,26738,357065
2022,2,성동구,행당1동,298776,57038,15751,259675
2022,2,성북구,성북동,46451,21437,3007,68712
2022,2,성북구,안암동,171122,102178,8194,304155
2022,2,성북구,월곡1동,1225326,454449,74623,1562279
2022,2,성북구,장위3동,294018,75108,16195,298282
2022,2,성북구,정릉1동,677105,257842,42487,878764
2022,2,성북구,정릉2동,407988,171434,17937,562954
2022,2,송파구,가락1동,788526,10692,36319,370343
2022,2,송파구,가락2동,992531,116447,48516,697782
2022,2,송파구,가락본동,455352,61629,20182,337819
2022,2,송파구,거여1동,626589,126910,30301,560012
2022,2,송파구,거여2동,690095,74495,39584,472611
2022,2,송파구,마천1동,411432,73589,24171,347311
2022,2,송파구,문정1동,437181,24807,22311,248340
2022,2,송파구,문정2동,513348,3326,25925,233717
2022,2,송파구,방이1동,273800,31196,13219,190359
2022,2,송파구,방이2동,44107,15881,3363,55391
2022,2,송파구,석촌동,57442,14070,3227,56944
2022,2,송파구,송파1동,115107,23851,1183,102625
2022,2,송파구,송파2동,552088,19566,18443,284036
2022,2,송파구,오금동,555082,47530,38428,354580
2022,2,송파구,오륜동,836359,2490,61748,380694
2022,2,송파구,위례동,419612,5547,24723,198549
2022,2,송파구,잠실2동,1740698,33927,83818,841880
2022,2,송파구,잠실3동,1329448,9988,48860,602280
2022,2,송파구,잠실4동,694084,32342,41790,380612
2022,2,송파구,잠실6동,679923,26545,5403,349542
2022,2,송파구,잠실7동,318670,2336,19575,146848
2022,2,송파구,잠실본동,1146982,229151,7080,1001970
2022,2,송파구,장지동,1057949,208963,54188,934639
2022,2,송파구,풍납1동,373549,98339,14148,383361
2022,2,송파구,풍납2동,495146,64428,18424,360377
2022,2,양천구,목1동,917559,72510,54227,569470
2022,2,양천구,목2동,540701,58768,13869,365503
2022,2,양천구,목3동,218673,34987,6827,173355
2022,2,양천구,목4동,366260,127507,22845,448495
2022,2,양천구,목5동,2157949,23521,68362,990354
2022,2,양천구,신월1동,64458,40911,5651,120847
2022,2,양천구,신월2동,332024,116310,19016,407626
2022,2,양천구,신월3동,60764,40676,2984,117869
2022,2,양천구,신월4동,414988,235384,20506,710023
2022,2,양천구,신월6동,276026,64859,15248,267382
2022,2,양천구,신월7동,391754,41200,9519,261552
2022,2,양천구,신정1동,839712,54716,41120,492253
2022,2,양천구,신정2동,990325,125272,27381,709598
2022,2,양천구,신정3동,2056838,183493,113483,1320800
2022,2,양천구,신정4동,31243,53149,4269,133718
2022,2,양천구,신정6동,731175,14266,12211,346028
2022,2,양천구,신정7동,1376041,87225,84697,806944
2022,2,영등포구,당산1동,324347,119270,19701,411229
2022,2,영등포구,당산2동,967975,320825,57270,1148083
2022,2,영등포구,문래동,1180532,424362,58733,1470616
2022,2,영등포구,양평1동,610507,160476,24688,626518
2022,2,영등포구,양평2동,851047,178750,50117,777883
2022,2,영등포구,여의동,710715,18407,40416,355992
2022,2,영등포구,영등포동,538655,162401,38227,604859
2022,2,용산구,남영동,11074,1801,372,8853
2022,2,용산구,서빙고동,144749,20391,4465,108532
2022,2,용산구,용문동,116951,67050,7115,202141
2022,2,용산구,용산2가동,3107,2914,164,7899
2022,2,용산구,원효로1동,168630,40985,7853,165913
2022,2,용산구,원효로2동,243850,80088,20659,289648
2022,2,용산구,이촌1동,364953,3257,20967,168997
2022,2,용산구,이촌2동,218531,32667,4500,167326
2022,2,용산구,이태원1동,22130,888,834,11649
2022,2,용산구,이태원2동,18595,3043,84,14728
2022,2,용산구,한강로동,117692,25427,3539,108033
2022,2,용산구,후암동,1201,1871,32,4711
2022,2,은평구,갈현1동,116840,47867,3330,157868
2022,2,은평구,갈현2동,111940,74078,3262,214480
2022,2,은평구,불광1동,833285,318647,49985,1083677
2022,2,은평구,신사1동,228399,109022,10483,344531
2022,2,은평구,역촌동,109087,54784,6757,171212
2022,2,은평구,응암1동,227886,119566,12518,368607
2022,2,은평구,진관동,3166083,51487,148367,1507007
2022,2,종로구,이화동,1047,887,79,2457
2022,2,종로구,창신1동,120369,34904,5901,131181
2022,2,중구,소공동,13176,2439,598,11249
2022,2,중구,필동,3227,1329,47,4361
2022,2,중구,회현동,21682,6611,778,24260
2022,2,중랑구,망우본동,359438,163690,22934,526681
2022,2,중랑구,면목2동,174449,63196,62,215546
2022,2,중랑구,면목4동,339152,90626,10230,350199
2022,2,중랑구,면목7동,393684,125495,16835,453620
2022,2,중랑구,면목본동,62057,23732,1000,79804
2022,2,중랑구,묵1동,691899,166365,50032,682633
2022,2,중랑구,묵2동,190362,76566,10103,255576
2022,2,중랑구,상봉1동,917488,315247,37675,1107676
2022,2,중랑구,상봉2동,115194,55954,6102,176205
2022,2,중랑구,신내1동,1391794,353404,66840,1403936
2022,2,중랑구,신내2동,738551,86143,66922,528323
2022,2,중랑구,중화1동,378098,145912,24125,495166
2022,2,중랑구,중화2동,50438,33468,2117,97057
2022,3,강남구,개포1동,135098,9207,6162,79951
2022,3,강남구,개포2동,661203,32820,31753,364409
2022,3,강남구,개포3동,408323,9700,21790,202091
2022,3,강남구,개포4동,142147,5741,4513,74628
2022,3,강남구,논현1동,42149,7938,2544,36497
2022,3,강남구,논현2동,141496,13568,4115,91753
2022,3,강남구,대치1동,860437,6522,56232,398104
2022,3,강남구,대치2동,1342726,23592,58449,641567
2022,3,강남구,대치4동,79909,3270,5143,42914
2022,3,강남구,도곡1동,546893,31476,25360,310808
2022,3,강남구,도곡2동,1054576,6015,57072,479562
2022,3,강남구,삼성1동,135850,20410,3226,104390
2022,3,강남구,삼성2동,1046985,95554,96659,690053
2022,3,강남구,세곡동,1528918,105491,103942,919070
2022,3,강남구,수서동,507016,7548,9930,235179
2022,3,강남구,신사동,177319,4340,429,85047
2022,3,강남구,압구정동,355783,3072,7763,160311
2022,3,강남구,역삼1동,49281,9483,2305,42902
2022,3,강남구,역삼2동,917856,41845,68219,505552
2022,3,강남구,일원1동,704426,63060,1801,440529
2022,3,강남구,일원본동,776039,21058,34920,387803
2022,3,강남구,청담동,451960,39306,21361,286768
2022,3,강동구,강일동,1519825,22921,79521,722151
2022,3,강동구,고덕1동,674506,49174,44442,410895
2022,3,강동구,고덕2동,152071,7128,9909,83735
2022,3,강동구,둔촌2동,394078,95579,22006,388492
2022,3,강동구,명일1동,573973,64564,18605,394165
2022,3,강동구,명일2동,525695,16698,28003,269595
2022,3,강동구,상일1동,408527,24708,23166,236252
2022,3,강동구,상일2동,402402,3273,31379,188368
2022,3,강동구,성내1동,367614,41774,25219,257815
2022,3,강동구,성내2동,130489,37261,8658,141666
2022,3,강동구,성내3동,107589,50928,8334,162463
2022,3,강동구,암사1동,375037,72171,23695,328545
2022,3,강동구,암사2동,450218,109211,28835,445098
2022,3,강동구,천호2동,123127,44356,9194,154616
2022,3,강북구,번1동,89904,30620,5034,108379
2022,3,강서구,가양1동,664154,160535,24397,649300
2022,3,강서구,가양2동,378724,6342,8891,177737
2022,3,강서구,가양3동,306866,17633,8031,172275
2022,3,강서구,공항동,144244,12949,8358,92940
2022,3,강서구,등촌1동,695582,265495,24110,897640
2022,3,강서구,등촌2동,268684,168532,13839,496028
2022,3,강서구,등촌3동,1285032,39278,29542,642645
2022,3,강서구,발산1동,581535,37445,54212,348446
2022,3,강서구,방화1동,915373,243716,54082,951997
2022,3,강서구,방화2동,417319,174100,37426,579353
2022,3,강서구,방화3동,520957,76686,17293,398404
2022,3,강서구,우장산동(화곡5동.발산2동),977569,244490,40063,975448
2022,3,강서구,화곡1동,73084,55545,3249,156487
2022,3,강서구,화곡2동,6092,8828,270,22447
2022,3,강서구,화곡3동,446837,38266,19109,281518
2022,3,강서구,화곡8동,43253,29466,2490,85170
2022,3,강서구,화곡본동,5539,2306,329,7623
2022,3,관악구,낙성대동(봉천7동),52514,27721,2344,85139
2022,3,관악구,난곡동(신림3.13동),82083,37245,5503,120059
2022,3,관악구,대학동(신림9동),153891,69220,8430,223101
2022,3,관악구,서림동(신림2동),155894,2735,11376,76002
2022,3,관악구,서원동(신림본동),47953,26138,730,79124
2022,3,관악구,신원동(신림1동),53867,28645,3732,88243
2022,3,관악구,조원동(신림8동),76086,48622,541,141353
2022,3,관악구,중앙동(봉천10동),51385,27003,2865,83225
2022,3,관악구,청룡동(봉천4.8동),203359,80795,10997,270856
2022,3,관악구,행운동(봉천6동),754605,78638,29595,505927
2022,3,광진구,구의1동,19354,5838,406,21418
2022,3,광진구,구의2동,40554,7779,2526,35458
2022,3,광진구,자양1동,30782,7732,2387,31164
2022,3,광진구,자양3동,606075,154945,33715,615246
2022,3,광진구,자양4동,107728,26885,13601,110415
2022,3,광진구,중곡2동,1472,4079,39,9774
2022,3,광진구,중곡3동,2116,9408,73,21995
2022,3,구로구,개봉1동,635865,218331,34674,770180
2022,3,구로구,개봉2동,861342,305647,50014,1066463
2022,3,구로구,고척1동,509546,152143,28358,566263
2022,3,구로구,고척2동,840788,189677,45099,796344
2022,3,구로구,구로1동,1000867,140969,49719,756645
2022,3,구로구,구로2동,171665,67735,9258,227586
2022,3,구로구,구로3동,511643,98198,31392,447322
2022,3,구로구,구로4동,308241,94372,20367,348849
2022,3,구로구,구로5동,602923,137040,30570,572758
2022,3,구로구,수궁동,134282,38337,8407,145602
2022,3,구로구,신도림동,1581381,406654,91487,1611784
2022,3,구로구,오류1동,376115,177169,18980,562633
2022,3,금천구,독산1동,971450,202828,38196,878911
2022,3,노원구,공릉1동,841965,256255,31580,941489
2022,3,노원구,공릉2동,5924134,680395,183662,4096894
2022,3,노원구,상계10동,748627,29647,18045,389819
2022,3,노원구,상계1동,1814013,240126,101631,1340765
2022,3,노원구,상계2동,406118,132293,26369,477285
2022,3,노원구,상계3.4동,372965,117459,25014,429550
2022,3,노원구,상계5동,615045,101234,9400,490664
2022,3,노원구,상계6.7동,1335418,39834,24244,663494
2022,3,노원구,상계8동,1225181,40442,21139,617085
2022,3,노원구,상계9동,1153652,12995,20315,525001
2022,3,노원구,월계1동,1453334,151920,24072,964506
2022,3,노원구,월계2동,444398,99842,57209,431064
2022,3,노원구,월계3동,852628,116418,42462,636387
2022,3,노원구,중계1동,1510459,149936,59103,995914
2022,3,노원구,중계2.3동,1100286,45925,30925,579661
2022,3,노원구,중계4동,540191,129939,30883,530357
2022,3,노원구,중계본동,661112,147368,21954,617704
2022,3,노원구,하계1동,1026263,86431,26667,637595
2022,3,노원구,하계2동,1012164,13579,29448,469351
2022,3,도봉구,도봉1동,143154,52391,8519,180882
2022,3,도봉구,도봉2동,1410156,382700,216204,1526934
2022,3,도봉구,방학1동,496847,175198,24864,611361
2022,3,도봉구,방학2동,1004,527,59,1626
2022,3,도봉구,쌍문1동,213157,74605,10240,260893
2022,3,도봉구,쌍문2동,228219,85532,14512,293175
2022,3,도봉구,쌍문3동,182007,56511,13452,208222
2022,3,도봉구,쌍문4동,625399,219223,23689,764093
2022,3,도봉구,창1동,1170605,52272,25591,621922
2022,3,도봉구,창2동,534697,215137,31502,719078
2022,3,도봉구,창3동,409455,166974,12740,551860
2022,3,도봉구,창4동,1278111,75569,49119,727501
2022,3,도봉구,창5동,1058589,338847,66659,1229990
2022,3,동대문구,용신동,268281,91918,15096,324659
2022,3,동대문구,이문1동,203706,71309,13305,250521
2022,3,동대문구,장안1동,480690,141317,30672,530546
2022,3,동작구,대방동,451874,141803,17869,515166
2022,3,동작구,사당1동,20652,7262,902,25323
2022,3,동작구,사당2동,627755,82381,28286,460092
2022,3,동작구,사당3동,733623,255679,46207,899118
2022,3,동작구,사당4동,97230,25472,5856,100227
2022,3,동작구,사당5동,254712,69022,16816,268190
2022,3,동작구,상도1동,712639,239944,38519,852422
2022,3,동작구,상도3동,190156,14693,24,113546
2022,3,동작구,상도4동,41293,33873,1280,93809
2022,3,동작구,신대방2동,280763,73113,9785,286065
2022,3,마포구,공덕동,647759,300112,36955,959170
2022,3,마포구,대흥동,208110,57550,12920,221440
2022,3,마포구,도화동,625914,93002,32630,484545
2022,3,마포구,망원1동,93817,69986,8258,199289
2022,3,마포구,망원2동,157724,149446,7510,404127
2022,3,마포구,상암동,2857100,65920,135859,1404176
2022,3,마포구,서강동,538978,229726,31353,753522
2022,3,마포구,서교동,50045,27468,1893,83376
2022,3,마포구,성산1동,23319,24823,300,65591
2022,3,마포구,성산2동,1042349,208197,41612,922132
2022,3,마포구,신수동,532125,203595,30171,691691
2022,3,마포구,아현동,615337,219657,36926,765194
2022,3,마포구,염리동,133054,55239,9612,183341
2022,3,마포구,용강동,614255,110942,39794,522166
2022,3,마포구,합정동,33443,35215,1181,93454
2022,3,서대문구,남가좌1동,217600,12998,14474,126183
2022,3,서대문구,남가좌2동,461346,149709,29258,540673
2022,3,서대문구,북가좌1동,507501,62028,32385,364875
2022,3,서대문구,북가좌2동,187168,45368,12067,184990
2022,3,서대문구,신촌동,35197,11962,91,41749
2022,3,서대문구,연희동,132543,56487,8719,185624
2022,3,서대문구,홍제3동,206821,87663,14229,288781
2022,3,서초구,내곡동,261987,21878,14749,164986
2022,3,서초구,반포1동,847646,6105,44943,387998
2022,3,서초구,반포2동,458889,9587,26313,224780
2022,3,서초구,반포3동,266907,12866,16252,147384
2022,3,서초구,반포4동,253139,9651,16034,134272
2022,3,서초구,반포본동,7410,2423,181,8629
2022,3,서초구,방배3동,254086,54082,11085,232556
2022,3,서초구,방배본동,296322,45145,14470,231569
2022,3,서초구,서초1동,465011,50996,16566,316895
2022,3,서초구,서초2동,494185,25132,24811,274068
2022,3,서초구,서초3동,285439,64221,14179,269589
2022,3,서초구,서초4동,891098,6195,110039,428235
2022,3,서초구,양재2동,39651,5633,2391,30224
2022,3,서초구,잠원동,830161,52609,40370,483235
2022,3,성동구,금호1가동,435043,59985,28048,328137
2022,3,성동구,금호2.3가동,357437,65081,16057,302666
2022,3,성동구,성수1가2동,231054,35482,10419,180906
2022,3,성동구,옥수동,489247,41266,20023,306524
2022,3,성동구,왕십리도선동,414873,49783,24929,295697
2022,3,성북구,성북동,42215,17276,2826,57536
2022,3,성북구,월곡1동,1214737,346153,77193,1316059
2022,3,성북구,정릉1동,652258,192971,42391,722886
2022,3,성북구,정릉2동,383388,140616,31490,487991
2022,3,송파구,가락1동,692257,7988,37967,324015
2022,3,송파구,가락2동,887396,88961,26497,584325
2022,3,송파구,가락본동,405374,46002,21212,281965
2022,3,송파구,거여1동,560163,100667,17524,468822
2022,3,송파구,거여2동,643915,66611,49051,438513
2022,3,송파구,마천1동,361264,54197,21560,281735
2022,3,송파구,문정1동,440918,24174,25463,249552
2022,3,송파구,문정2동,477061,2950,20993,215852
2022,3,송파구,방이1동,262549,27582,9684,176320
2022,3,송파구,방이2동,41523,11322,275,43058
2022,3,송파구,석촌동,51934,11397,3219,48618
2022,3,송파구,송파1동,88739,19797,1153,82353
2022,3,송파구,송파2동,516443,19513,22150,270035
2022,3,송파구,오금동,498268,39977,39447,313910
2022,3,송파구,오륜동,893845,15960,56242,433413
2022,3,송파구,위례동,416486,4100,26086,194435
2022,3,송파구,잠실2동,1800001,22313,98235,845795
2022,3,송파구,잠실3동,1219030,19619,49015,577088
2022,3,송파구,잠실4동,629383,24891,39769,335817
2022,3,송파구,잠실6동,1241562,31089,10843,599661
2022,3,송파구,잠실7동,278435,2389,19606,129917
2022,3,송파구,잠실본동,213791,5115,4953,103750
2022,3,송파구,장지동,1061867,163658,69258,839819
2022,3,송파구,풍납1동,333339,80612,13056,326241
2022,3,송파구,풍납2동,464784,48901,17724,312491
2022,3,양천구,목1동,870791,70013,64582,547486
2022,3,양천구,목2동,491790,56043,11462,337860
2022,3,양천구,목3동,187133,29769,6778,148277
2022,3,양천구,목4동,352297,112423,22809,408774
2022,3,양천구,목5동,2180672,34038,39995,1014128
2022,3,양천구,신월1동,61995,38181,1229,112219
2022,3,양천구,신월2동,304460,87863,15674,331108
2022,3,양천구,신월3동,57224,33619,3869,100854
2022,3,양천구,신월4동,363887,189143,30846,588209
2022,3,양천구,신월6동,256646,48926,11358,222183
2022,3,양천구,신월7동,362848,32955,11163,231373
2022,3,양천구,신정1동,768513,49575,10587,440412
2022,3,양천구,신정2동,975730,107697,40803,668497
2022,3,양천구,신정3동,2039924,150336,104583,1236402
2022,3,양천구,신정4동,31787,40054,2410,103999
2022,3,양천구,신정6동,835069,17669,19898,400254
2022,3,양천구,신정7동,1351973,61042,90411,739987
2022,3,영등포구,당산1동,324640,102290,17017,372427
2022,3,영등포구,당산2동,935217,287018,53451,1057198
2022,3,영등포구,문래동,1179971,379714,57895,1370088
2022,3,영등포구,양평1동,563948,140887,23483,562497
2022,3,영등포구,양평2동,796981,162608,39558,715295
2022,3,영등포구,여의동,713593,18516,39967,357308
2022,3,영등포구,영등포동,506094,146747,21272,550359
2022,3,용산구,남영동,10425,1248,424,7356
2022,3,용산구,서빙고동,125853,16145,5473,91344
2022,3,용산구,용문동,106363,61140,6345,184158
2022,3,용산구,용산2가동,2765,2916,150,7754
2022,3,용산구,원효로1동,163435,38368,9696,158460
2022,3,용산구,원효로2동,221826,69671,9824,253379
2022,3,용산구,이촌1동,330981,3372,20179,154589
2022,3,용산구,이촌2동,197647,27433,7661,147796
2022,3,용산구,이태원1동,21403,303,829,10029
2022,3,용산구,이태원2동,15097,2464,56,11939
2022,3,용산구,한강로동,108833,24525,6970,103395
2022,3,은평구,갈현1동,102917,49220,10650,157425
2022,3,은평구,갈현2동,99448,66505,7185,193523
2022,3,은평구,불광1동,812742,289943,48704,1010245
2022,3,은평구,신사1동,223776,106211,11541,336625
2022,3,은평구,역촌동,98694,44542,5342,143394
2022,3,은평구,응암1동,213404,105997,14131,332608
2022,3,은평구,진관동,2971055,65631,140500,1453387
2022,3,종로구,이화동,722,603,64,1678
2022,3,종로구,창신1동,104918,24768,6631,102167
2022,3,중구,소공동,13366,2250,618,10912
2022,3,중구,필동,2815,1295,46,4110
2022,3,중구,회현동,22167,4672,990,20193
2022,3,중랑구,망우본동,336925,135092,24296,453528
2022,3,중랑구,면목4동,320439,73267,8773,302897
2022,3,중랑구,면목7동,379294,104941,9185,398938
2022,3,중랑구,면목본동,59226,17367,5828,65949
2022,3,중랑구,묵1동,657123,134618,36998,592448
2022,3,중랑구,묵2동,190619,69010,15175,240443
2022,3,중랑구,상봉1동,854277,253446,26862,938850
2022,3,중랑구,상봉2동,101455,38436,5871,131063
2022,3,중랑구,신내1동,1390818,279628,57058,1235016
2022,3,중랑구,신내2동,664504,62794,59463,442151
2022,3,중랑구,중화1동,358126,108133,19109,400408
2022,3,중랑구,중화2동,46980,25930,3409,79135
2022,4,강남구,개포1동,120922,4731,6016,63866
2022,4,강남구,개포2동,634726,22251,16862,324565
2022,4,강남구,개포3동,401849,4496,11843,184387
2022,4,강남구,개포4동,134104,3642,4778,66604
2022,4,강남구,논현2동,131750,9297,5479,78506
2022,4,강남구,대치1동,818638,4315,42809,370980
2022,4,강남구,대치2동,1290227,16253,79884,609985
2022,4,강남구,대치4동,74907,2006,4371,37705
2022,4,강남구,도곡1동,528295,22056,27710,282602
2022,4,강남구,도곡2동,980311,5455,55053,446149
2022,4,강남구,삼성1동,134386,12124,11673,88013
2022,4,강남구,삼성2동,1061755,64017,59799,613435
2022,4,강남구,세곡동,1152142,51984,75314,629957
2022,4,강남구,수서동,525173,6698,36051,249646
2022,4,강남구,신사동,162807,2836,467,75538
2022,4,강남구,압구정동,333267,2283,8134,149120
2022,4,강남구,역삼1동,48251,6121,2301,34933
2022,4,강남구,역삼2동,921019,28460,57002,473187
2022,4,강남구,일원1동,3792,768,232,3405
2022,4,강남구,일원본동,773157,14812,46827,376544
2022,4,강남구,청담동,448510,26699,25412,258411
2022,4,강동구,강일동,1383482,24721,81301,668963
2022,4,강동구,고덕1동,576652,25280,41132,314784
2022,4,강동구,고덕2동,160811,4920,9491,82356
2022,4,강동구,둔촌2동,377770,68780,22487,321707
2022,4,강동구,명일1동,552027,34654,19240,318072
2022,4,강동구,명일2동,533443,11174,31338,261614
2022,4,강동구,상일1동,428409,19318,25041,233231
2022,4,강동구,상일2동,420450,10243,31285,211602
2022,4,강동구,성내1동,355282,28586,24209,222710
2022,4,강동구,성내2동,126703,24138,8717,110685
2022,4,강동구,성내3동,110594,35969,5093,129153
2022,4,강동구,암사2동,457564,75684,31102,373865
2022,4,강동구,천호2동,121659,28536,3718,116738
2022,4,강북구,번1동,86664,20808,4580,84876
2022,4,강서구,가양1동,573730,88046,32984,451435
2022,4,강서구,가양2동,382494,13339,10603,195577
2022,4,강서구,가양3동,311139,11092,6106,158796
2022,4,강서구,공항동,129949,8720,10276,78043
2022,4,강서구,등촌1동,671082,173777,33710,684991
2022,4,강서구,등촌2동,250785,99973,19448,336729
2022,4,강서구,등촌3동,1290467,33694,42691,636806
2022,4,강서구,발산1동,555868,26909,52638,313440
2022,4,강서구,방화1동,912932,179109,48616,804428
2022,4,강서구,방화2동,421373,117574,5867,443975
2022,4,강서구,방화3동,524295,45467,21303,331219
2022,4,강서구,우장산동(화곡5동.발산2동),919737,175070,89714,811910
2022,4,강서구,화곡1동,72837,36186,4455,113419
2022,4,강서구,화곡2동,5981,6523,766,17402
2022,4,강서구,화곡3동,440642,21661,18465,241484
2022,4,강서구,화곡8동,45544,16754,12,56844
2022,4,강서구,화곡본동,4334,1201,280,4621
2022,4,관악구,낙성대동(봉천7동),53428,18540,4181,65571
2022,4,관악구,난곡동(신림3.13동),84769,24991,5387,93710
2022,4,관악구,대학동(신림9동),158042,50972,8696,184074
2022,4,관악구,서림동(신림2동),155367,6410,12073,84242
2022,4,관악구,서원동(신림본동),46659,19281,1617,63510
2022,4,관악구,신원동(신림1동),49031,19128,3095,64663
2022,4,관악구,조원동(신림8동),71787,29538,6392,98725
2022,4,관악구,중앙동(봉천10동),52687,19219,3775,66643
2022,4,관악구,청룡동(봉천4.8동),207680,55501,13522,216868
2022,4,관악구,행운동(봉천6동),687643,68653,27408,454443
2022,4,광진구,구의1동,20020,3717,2139,17525
2022,4,광진구,구의2동,41220,5510,2103,30518
2022,4,광진구,자양1동,29363,4314,1230,22522
2022,4,광진구,자양3동,633591,97529,40600,500587
2022,4,광진구,중곡2동,1508,2751,71,6825
2022,4,광진구,중곡3동,2199,5308,259,12908
2022,4,구로구,개봉1동,651105,155128,34840,635122
2022,4,구로구,개봉2동,808171,206862,53372,823755
2022,4,구로구,고척1동,528018,103926,37563,469145
2022,4,구로구,고척2동,802613,117008,45901,617645
2022,4,구로구,구로1동,938650,98932,58171,638908
2022,4,구로구,구로2동,164461,47607,9651,179575
2022,4,구로구,구로3동,478606,62216,32872,353206
2022,4,구로구,구로5동,570316,97670,32734,471462
2022,4,구로구,수궁동,136232,26027,9141,119098
2022,4,구로구,신도림동,1494830,290394,93607,1315368
2022,4,구로구,오류1동,422804,126591,12826,467091
2022,4,금천구,독산1동,910451,142779,34085,717172
2022,4,노원구,공릉1동,800383,171451,60050,743349
2022,4,노원구,공릉2동,4875201,472624,66141,3147721
2022,4,노원구,상계10동,555141,9652,8309,259758
2022,4,노원구,상계1동,1746251,174821,107136,1167578
2022,4,노원구,상계2동,399456,93138,27040,386976
2022,4,노원구,상계3.4동,337349,77784,24327,325349
2022,4,노원구,상계5동,589692,69292,29957,415189
2022,4,노원구,상계6.7동,1275013,49139,29902,660603
2022,4,노원구,상계8동,1001457,4519,9150,437778
2022,4,노원구,상계9동,1052784,31014,43144,530174
2022,4,노원구,월계1동,1259722,103869,22705,774326
2022,4,노원구,월계2동,432053,70467,51853,358251
2022,4,노원구,월계3동,779090,79328,51536,525138
2022,4,노원구,중계1동,1110167,84588,46215,675531
2022,4,노원구,중계2.3동,1083631,34475,45783,551883
2022,4,노원구,중계4동,542293,104112,27968,472428
2022,4,노원구,중계본동,732674,125689,24143,600212
2022,4,노원구,하계1동,1012237,63719,33097,582907
2022,4,노원구,하계2동,963354,14613,23355,448949
2022,4,도봉구,도봉1동,147556,33807,9183,141340
2022,4,도봉구,도봉2동,1395648,265842,54360,1205289
2022,4,도봉구,방학1동,478668,115975,34714,474264
2022,4,도봉구,방학2동,1041,280,54,1087
2022,4,도봉구,쌍문1동,13008,3797,1528,14528
2022,4,도봉구,쌍문3동,188456,38117,11247,169021
2022,4,도봉구,쌍문4동,636599,157637,28590,632517
2022,4,도봉구,창1동,1129779,29666,34360,556886
2022,4,도봉구,창2동,535875,156355,35183,589127
2022,4,도봉구,창3동,415163,116796,26144,446332
