년도,월,구,동,전기,가스,수도,탄소
2012,1,강남구,개포1동,30477,32829,1332,86901
2012,1,강남구,개포2동,160400,41983,4373,163503
2012,1,강남구,개포4동,57135,27406,4432,87086
2012,1,강남구,기타,151386,29814,6752,133213
2012,1,강남구,논현1동,79099,41835,93,127279
2012,1,강남구,논현2동,17990,7313,448,24158
2012,1,강남구,대치1동,117656,5156,5881,63388
2012,1,강남구,대치2동,167276,22370,7420,123497
2012,1,강남구,대치4동,82658,29717,8836,104546
2012,1,강남구,도곡1동,57672,14049,2263,56674
2012,1,강남구,도곡2동,193397,7210,9498,101304
2012,1,강남구,삼성1동,17419,9823,624,29596
2012,1,강남구,삼성2동,120979,30256,8912,122027
2012,1,강남구,세곡동,10136,7970,350,22267
2012,1,강남구,수서동,37804,4082,877,25464
2012,1,강남구,신사동,2969,4445,118,11255
2012,1,강남구,압구정동,171279,5427,4070,86130
2012,1,강남구,역삼1동,9637,2354,438,9504
2012,1,강남구,역삼2동,116962,27793,8022,114511
2012,1,강남구,일원1동,90009,20613,194,84401
2012,1,강남구,일원2동,59859,4308,1379,35488
2012,1,강남구,일원본동,103325,9683,4377,66953
2012,1,강남구,청담동,222467,63198,4627,237426
2012,1,강동구,강일동,125628,6204,8012,69823
2012,1,강동구,고덕1동,132550,50117,10064,171805
2012,1,강동구,기타,247598,104127,8960,341201
2012,1,강동구,길동,75082,43699,10174,133098
2012,1,강동구,둔촌1동,69960,17998,394,70109
2012,1,강동구,둔촌2동,49353,38174,1870,107056
2012,1,강동구,명일2동,118135,9744,5846,73857
2012,1,강동구,상일1동,85254,65305,36747,194631
2012,1,강동구,성내1동,47340,20603,2160,66940
2012,1,강동구,성내3동,41447,36840,379,100221
2012,1,강동구,암사1동,95954,43794,4577,140303
2012,1,강동구,암사2동,230969,97943,12856,321591
2012,1,강동구,암사3동,244245,89092,4234,304532
2012,1,강동구,천호2동,54526,49173,28414,142700
2012,1,강북구,미아동,61081,49696,2292,137978
2012,1,강북구,번1동,42137,32956,100,91721
2012,1,강북구,번3동,62584,48375,2460,135712
2012,1,강북구,삼양동,46668,32330,2938,93182
2012,1,강북구,송천동,9178,12445,494,31932
2012,1,강북구,수유2동,24642,7332,1507,27372
2012,1,강북구,우이동,61186,38981,8365,116038
2012,1,강서구,가양1동,158978,58469,3167,199428
2012,1,강서구,가양2동,51121,1598,2591,26115
2012,1,강서구,가양3동,51829,6284,2011,36720
2012,1,강서구,공항동,94448,23630,17440,98767
2012,1,강서구,기타,8972,2538,827,9764
2012,1,강서구,등촌1동,90424,14278,3951,71634
2012,1,강서구,등촌2동,40235,16091,2080,53794
2012,1,강서구,등촌3동,102842,3501,4754,53025
2012,1,강서구,발산1동,178382,23577,15192,133490
2012,1,강서구,방화1동,118090,30749,3770,120199
2012,1,강서구,방화2동,89504,25378,11212,98519
2012,1,강서구,방화3동,101275,16625,5229,81916
2012,1,강서구,염창동,481873,139665,25763,525717
2012,1,강서구,우장산동(화곡5동.발산2동),271175,63252,21744,263882
2012,1,강서구,화곡1동,166174,59615,482,204155
2012,1,강서구,화곡2동,1108,750,49,2166
2012,1,강서구,화곡3동,122152,3395,5846,61338
2012,1,강서구,화곡4동,183565,47055,37517,195690
2012,1,강서구,화곡6동,37642,7928,3592,34911
2012,1,강서구,화곡8동,3438,2887,95,7956
2012,1,관악구,기타,2978,837,156,3189
2012,1,관악구,성현동(봉천2.5동),136985,34534,7099,137795
2012,1,관악구,신림동(신림5동),41274,16969,1307,55945
2012,1,관악구,은천동(봉천본동.9동),47987,19875,2268,65619
2012,1,관악구,인헌동(봉천11동),12366,9403,208,26375
2012,1,관악구,중앙동(봉천10동),47945,22264,2770,71120
2012,1,관악구,행운동(봉천6동),47576,9832,2044,42875
2012,1,광진구,광장동,287840,107270,14122,367018
2012,1,광진구,구의3동,174009,44222,12477,176979
2012,1,광진구,화양동,40247,60607,195,152889
2012,1,구로구,가리봉동,67382,18095,11811,73024
2012,1,구로구,개봉1동,109872,50839,14893,165409
2012,1,구로구,개봉2동,86958,37930,4514,123332
2012,1,구로구,고척1동,61717,26022,3437,85598
2012,1,구로구,고척2동,63008,20193,4072,73300
2012,1,구로구,구로1동,206806,41635,12932,185242
2012,1,구로구,구로5동,30390,18105,1762,54026
2012,1,구로구,기타,98429,42417,5791,138671
2012,1,구로구,신도림동,166866,64928,9155,219229
2012,1,구로구,오류1동,34885,16683,1405,52628
2012,1,구로구,오류2동,94988,62789,9390,184039
2012,1,금천구,기타,6171,2393,387,8105
2012,1,금천구,시흥1동,133516,61978,8624,198305
2012,1,금천구,시흥2동,361766,189669,19581,584748
2012,1,노원구,공릉1동,173487,157962,10183,430774
2012,1,노원구,공릉2동,445567,140109,29897,512691
2012,1,노원구,상계10동,321865,26640,13465,200615
2012,1,노원구,상계1동,241543,84843,627086,500655
2012,1,노원구,상계2동,126184,72294,9771,218685
2012,1,노원구,상계3.4동,82960,49855,4842,148458
2012,1,노원구,상계5동,58529,15350,853,59483
2012,1,노원구,상계6.7동,256399,14535,3721,142507
2012,1,노원구,상계8동,467302,15068,2402,232686
2012,1,노원구,상계9동,252076,6756,13506,126498
2012,1,노원구,월계1동,127743,81218,6784,238344
2012,1,노원구,월계2동,75523,49827,7004,145959
2012,1,노원구,월계3동,222948,88266,11868,296186
2012,1,노원구,중계1동,377864,46596,9273,267668
2012,1,노원구,중계2.3동,226522,21191,4955,145159
2012,1,노원구,중계4동,80923,46102,3371,138699
2012,1,노원구,중계본동,161380,105210,7685,306647
2012,1,노원구,하계1동,130443,13780,6538,88346
2012,1,노원구,하계2동,272684,10884,5448,141807
2012,1,도봉구,기타,63373,24826,3192,83540
2012,1,도봉구,도봉2동,125619,74230,4996,221197
2012,1,도봉구,방학1동,50972,33553,2015,97440
2012,1,도봉구,방학3동,273143,138056,15698,430270
2012,1,도봉구,쌍문1동,28609,25736,1048,70127
2012,1,도봉구,쌍문2동,33926,17718,2144,54785
2012,1,도봉구,쌍문3동,26761,26981,1871,72405
2012,1,도봉구,쌍문4동,126927,80016,3726,234290
2012,1,도봉구,창1동,188979,34757,5616,159847
2012,1,도봉구,창2동,135567,90266,28301,269073
2012,1,도봉구,창3동,52515,32770,3916,96971
2012,1,도봉구,창4동,340112,45581,8922,249271
2012,1,도봉구,창5동,147831,68343,8176,218483
2012,1,동대문구,기타,6045,3181,207,9757
2012,1,동대문구,답십리1동,24068,31885,632,81837
2012,1,동대문구,답십리2동,385485,217637,15431,656076
2012,1,동대문구,용신동,154675,102860,8254,298729
2012,1,동대문구,이문2동,220630,294450,12813,757369
2012,1,동대문구,장안1동,77242,58080,4227,164253
2012,1,동대문구,장안2동,155678,137292,47942,389458
2012,1,동대문구,전농1동,93386,50758,3247,154372
2012,1,동대문구,전농2동,147842,65808,4379,211549
2012,1,동대문구,제기동,39760,57331,7274,147695
2012,1,동대문구,청량리동,75363,70788,3367,191637
2012,1,동대문구,회기동,21243,12479,35,36972
2012,1,동대문구,휘경2동,225191,214752,16476,581995
2012,1,동작구,기타,11705,3569,646,13172
2012,1,동작구,대방동,524146,116580,11268,487118
2012,1,동작구,사당1동,2165,438,58,1918
2012,1,동작구,사당2동,126085,10403,7100,79120
2012,1,동작구,상도1동,240620,153830,8175,449316
2012,1,동작구,상도2동,312694,103210,9047,366776
2012,1,동작구,상도3동,50555,62681,2534,162682
2012,1,동작구,신대방1동,348884,144137,14568,475630
2012,1,동작구,신대방2동,105207,31149,10093,117732
2012,1,동작구,흑석동,152352,28974,7636,132034
2012,1,마포구,공덕동,116602,57856,5739,180942
2012,1,마포구,기타,10233,3284,447,11843
2012,1,마포구,대흥동,84393,10336,4488,60425
2012,1,마포구,도화동,204830,48137,9228,197739
2012,1,마포구,망원1동,155666,76408,1042,237502
2012,1,마포구,망원2동,22033,21443,1083,57734
2012,1,마포구,상암동,557995,18465,32498,288741
2012,1,마포구,서교동,2790,5340,108,13180
2012,1,마포구,성산1동,304042,135767,6372,435148
2012,1,마포구,성산2동,514957,96584,22124,442035
2012,1,마포구,염리동,158891,48892,3454,178034
2012,1,마포구,용강동,215929,31267,11371,165367
2012,1,마포구,합정동,159992,63711,14016,215202
2012,1,서대문구,기타,86455,33911,3923,113920
2012,1,서대문구,남가좌2동,38971,11815,40634,56480
2012,1,서대문구,북가좌1동,39409,14473,2149,49842
2012,1,서대문구,북가좌2동,18653,2777,1171,14518
2012,1,서대문구,연희동,31815,10915,2618,38808
2012,1,서대문구,천연동,43273,12152,2201,46299
2012,1,서대문구,홍제2동,108702,32775,2814,120440
2012,1,서초구,내곡동,3216,2652,165,7359
2012,1,서초구,반포1동,112803,13375,2550,78635
2012,1,서초구,반포2동,160291,6344,5275,83925
2012,1,서초구,반포4동,38034,5730,1758,29545
2012,1,서초구,반포본동,10272,2704,384,10540
2012,1,서초구,방배1동,13835,7448,343,22663
2012,1,서초구,방배2동,167043,42807,31928,177314
2012,1,서초구,방배3동,116756,25357,15671,111508
2012,1,서초구,방배4동,186607,50778,17728,198750
2012,1,서초구,방배본동,141579,32344,4314,133913
2012,1,서초구,서초1동,133760,54309,3116,179401
2012,1,서초구,서초2동,179397,17923,4454,117691
2012,1,서초구,서초3동,44467,18037,1914,59892
2012,1,서초구,서초4동,291258,6278,25710,146092
2012,1,서초구,양재1동,30449,11739,5669,41088
2012,1,서초구,양재2동,2458,1570,141,4606
2012,1,서초구,잠원동,151712,37465,5669,150129
2012,1,성동구,금호1가동,77987,9535,4171,55810
2012,1,성동구,금호2.3가동,9917,5174,511,15964
2012,1,성동구,금호4가동,47083,29388,2481,86616
2012,1,성동구,기타,2842,1773,180,5236
2012,1,성동구,마장동,206229,74522,13650,258902
2012,1,성동구,사근동,7286,4574,19,13341
2012,1,성동구,성수2가3동,130328,57775,6662,186887
2012,1,성동구,옥수동,92351,10847,2496,64283
2012,1,성동구,행당1동,66598,32671,4085,102777
2012,1,성동구,행당2동,298501,141412,16610,448842
2012,1,성북구,길음1동,180066,138142,9799,389039
2012,1,성북구,길음2동,19462,15727,1120,43852
2012,1,성북구,돈암1동,120313,41232,7242,145777
2012,1,성북구,돈암2동,119376,39289,8185,141340
2012,1,성북구,보문동,12601,6277,807,19671
2012,1,성북구,월곡1동,51052,32877,4154,96670
2012,1,성북구,월곡2동,53539,17697,2128,63048
2012,1,성북구,정릉1동,105107,59189,7172,179530
2012,1,성북구,정릉3동,12736,7323,1610,22338
2012,1,성북구,정릉4동,125579,65194,8327,202045
2012,1,성북구,종암동,69430,41269,4061,123229
2012,1,송파구,가락1동,5762,39968,273,92062
2012,1,송파구,가락2동,308941,50226,10917,247122
2012,1,송파구,가락본동,218149,73638,9810,260701
2012,1,송파구,거여1동,154398,73385,5832,231783
2012,1,송파구,거여2동,50402,27455,6668,85084
2012,1,송파구,마천1동,22198,16610,1324,47058
2012,1,송파구,마천2동,237980,123882,37188,390746
2012,1,송파구,문정1동,325644,37415,22796,229451
2012,1,송파구,문정2동,126658,3361,6071,63247
2012,1,송파구,방이1동,156099,56367,4078,193802
2012,1,송파구,방이2동,66577,32095,9942,103422
2012,1,송파구,삼전동,213312,83476,223,277505
2012,1,송파구,송파1동,130091,51627,872,171093
2012,1,송파구,송파2동,313212,52343,14136,254744
2012,1,송파구,오금동,267651,73169,23118,285058
2012,1,송파구,오륜동,262232,2260,20952,123205
2012,1,송파구,잠실2동,696197,1325,44435,312908
2012,1,송파구,잠실3동,466940,5615,20109,217236
2012,1,송파구,잠실4동,288734,12060,15194,154482
2012,1,송파구,잠실6동,42153,21443,1717,66475
2012,1,송파구,잠실7동,132270,4562,8633,69168
2012,1,송파구,잠실본동,114985,47332,16078,160115
2012,1,송파구,장지동,259454,82553,10165,298302
2012,1,송파구,풍납1동,19872,7160,783,24724
2012,1,송파구,풍납2동,224279,47661,7555,204363
2012,1,양천구,기타,55399,15859,2176,59736
2012,1,양천구,목1동,220031,9359,8474,117071
2012,1,양천구,목2동,169290,44419,3097,172305
2012,1,양천구,목3동,221798,81017,52697,293016
2012,1,양천구,목4동,211598,34156,18104,172238
2012,1,양천구,목5동,392748,17925,17725,212561
2012,1,양천구,신월1동,14452,3697,387,14537
2012,1,양천구,신월2동,13722,16904,670,43906
2012,1,양천구,신월5동,9071,3033,381,10767
2012,1,양천구,신월6동,37177,23327,817,68287
2012,1,양천구,신월7동,33976,10447,2111,38508
2012,1,양천구,신정1동,83182,15223,2345,70148
2012,1,양천구,신정2동,125127,5736,5325,67671
2012,1,양천구,신정3동,184915,63725,9350,224253
2012,1,양천구,신정4동,104356,46861,468,149371
2012,1,양천구,신정6동,90709,4934,761,49766
2012,1,양천구,신정7동,165462,29844,5142,138714
2012,1,영등포구,당산1동,62561,16073,3261,63612
2012,1,영등포구,당산2동,238051,55309,11830,228753
2012,1,영등포구,대림1동,8003,2254,576,8633
2012,1,영등포구,대림3동,33545,6036,424,27884
2012,1,영등포구,신길1동,55544,11641,291,49723
2012,1,영등포구,신길7동,40696,7851,2346,35620
2012,1,영등포구,양평1동,32521,10115,1735,37023
2012,1,영등포구,여의동,194941,5262,11362,98214
2012,1,영등포구,영등포동,38200,7441,2318,33634
2012,1,용산구,기타,379,4,4,171
2012,1,용산구,용문동,37777,4568,1909,26884
2012,1,용산구,용산2가동,23343,10121,2179,33292
2012,1,용산구,원효로2동,17356,4920,1939,19024
2012,1,용산구,이촌1동,79675,1837,4010,39228
2012,1,용산구,이촌2동,13626,1519,569,9369
2012,1,용산구,이태원1동,2773,399,129,2112
2012,1,용산구,한강로동,10618,2084,648,9385
2012,1,용산구,효창동,21972,5748,2444,23003
2012,1,용산구,후암동,174,420,17,1020
2012,1,은평구,갈현2동,15417,3675,1154,15152
2012,1,은평구,녹번동,42269,17806,2603,58672
2012,1,은평구,대조동,118214,26755,265,110142
2012,1,은평구,불광1동,96381,29368,5497,108475
2012,1,은평구,수색동,85268,11586,1667,62660
2012,1,은평구,신사1동,98157,17844,9680,84803
2012,1,은평구,신사2동,68839,15029,4053,64198
2012,1,은평구,역촌동,172272,47155,466,178825
2012,1,은평구,응암1동,21492,14655,1433,42416
2012,1,은평구,증산동,18222,10976,1020,32651
2012,1,은평구,진관동,161938,9672,9905,93615
2012,1,종로구,사직동,10577,5656,241,17234
2012,1,종로구,숭인1동,16930,7790,801,24894
2012,1,중구,기타,3070,6124,182,15080
2012,1,중구,동화동,38704,18242,1018,57611
2012,1,중구,신당동,24338,10062,66,32880
2012,1,중구,장충동,31143,28539,9074,80144
2012,1,중구,황학동,20757,6593,880,23861
2012,1,중구,회현동,3359,4389,285,11350
2012,1,중랑구,망우3동,431,137,24,498
2012,1,중랑구,망우본동,24382,13253,1292,40454
2012,1,중랑구,묵1동,97341,25479,6248,100420
2012,1,중랑구,묵2동,107212,42413,2259,141213
2012,1,중랑구,상봉1동,127352,64735,4833,200608
2012,1,중랑구,상봉2동,16194,8550,864,26305
2012,1,중랑구,신내1동,133752,45554,6724,160984
2012,1,중랑구,신내2동,140723,20981,7196,109053
2012,1,중랑구,중화1동,14490,19688,834,50522
2012,1,중랑구,중화2동,134751,60892,327,193641
2012,2,강남구,개포1동,32320,40272,1489,104407
2012,2,강남구,개포2동,164963,49427,4225,182063
2012,2,강남구,개포4동,62404,35279,454,105635
2012,2,강남구,기타,149090,34777,7028,143448
2012,2,강남구,논현1동,79903,50174,10325,149697
2012,2,강남구,논현2동,17127,10155,935,30319
2012,2,강남구,대치1동,112597,4091,5579,58757
2012,2,강남구,대치2동,159416,30211,11104,138951
2012,2,강남구,대치4동,82648,45230,936,136668
2012,2,강남구,도곡1동,55940,16196,3327,61103
2012,2,강남구,도곡2동,180804,9637,6466,100394
2012,2,강남구,삼성1동,20023,13089,1508,38310
2012,2,강남구,삼성2동,120865,37931,5806,138139
2012,2,강남구,세곡동,10183,9924,522,26721
2012,2,강남구,수서동,37534,4011,1508,25399
2012,2,강남구,신사동,21367,5426,142,21261
2012,2,강남구,압구정동,212492,6634,4120,106325
2012,2,강남구,역삼1동,8752,3394,446,11461
2012,2,강남구,역삼2동,117697,31620,5149,122442
2012,2,강남구,일원1동,97004,27396,9454,105636
2012,2,강남구,일원2동,57897,5674,821,37530
2012,2,강남구,일원본동,100808,10922,6452,69350
2012,2,강남구,청담동,219551,90558,16446,301400
2012,2,강동구,강일동,165026,8678,10278,92822
2012,2,강동구,고덕1동,131776,66384,4854,206185
2012,2,강동구,기타,248764,134458,9965,409970
2012,2,강동구,길동,76885,70189,10503,193310
2012,2,강동구,둔촌1동,66469,21902,534,77421
2012,2,강동구,둔촌2동,64471,50926,3048,142422
2012,2,강동구,명일1동,87464,30294,587,105138
2012,2,강동구,명일2동,121877,9446,5695,74726
2012,2,강동구,상일1동,88787,83226,31386,234492
2012,2,강동구,성내1동,50855,27284,2742,83589
2012,2,강동구,성내3동,42702,45217,14479,124199
2012,2,강동구,암사1동,99034,62238,6009,183399
2012,2,강동구,암사2동,233242,131157,12786,396931
2012,2,강동구,암사3동,247713,142629,12897,428801
2012,2,강동구,천호2동,59950,73719,1608,191083
2012,2,강북구,미아동,64219,52570,6365,147098
2012,2,강북구,번1동,42969,36693,8472,103224
2012,2,강북구,번3동,60500,52596,2428,144273
2012,2,강북구,송천동,4037,14042,214,33237
2012,2,강북구,수유2동,96795,51523,2194,157181
2012,2,강북구,우이동,61949,37495,89,110285
2012,2,강서구,가양1동,159168,65417,14044,218684
2012,2,강서구,가양2동,54992,3583,2486,32168
2012,2,강서구,가양3동,51620,3853,1403,30983
2012,2,강서구,공항동,99631,31800,622,113682
2012,2,강서구,기타,8597,2975,806,10577
2012,2,강서구,등촌1동,89418,19441,7553,83969
2012,2,강서구,등촌2동,39152,20701,2786,63896
2012,2,강서구,등촌3동,103652,6694,6031,60945
2012,2,강서구,발산1동,179955,29440,9058,145253
2012,2,강서구,방화1동,117487,43246,8137,149387
2012,2,강서구,방화2동,91073,35212,2994,118484
2012,2,강서구,방화3동,100327,17002,7596,83145
2012,2,강서구,염창동,475103,185326,23620,624416
2012,2,강서구,우장산동(화곡5동.발산2동),278233,73588,15480,287948
2012,2,강서구,화곡1동,169891,76461,31558,253784
2012,2,강서구,화곡2동,1045,935,88,2567
2012,2,강서구,화곡3동,117185,3926,4514,59979
2012,2,강서구,화곡6동,37076,9567,729,37392
2012,2,강서구,화곡8동,3372,3808,18,9966
2012,2,관악구,기타,3137,866,154,3321
2012,2,관악구,서림동(신림2동),42650,20255,34,63466
2012,2,관악구,성현동(봉천2.5동),142437,43639,7316,160574
2012,2,관악구,신림동(신림5동),42065,19342,3541,62337
2012,2,관악구,은천동(봉천본동.9동),70123,26440,3882,90247
2012,2,관악구,인헌동(봉천11동),12558,12117,723,32707
2012,2,관악구,중앙동(봉천10동),48443,26619,2760,81083
2012,2,관악구,행운동(봉천6동),79561,16087,4437,71242
2012,2,광진구,광장동,288849,114751,14498,384327
2012,2,광진구,구의3동,157645,49800,7172,180775
2012,2,광진구,화양동,43358,62827,53277,176804
2012,2,구로구,가리봉동,69179,19494,8,73001
2012,2,구로구,개봉1동,112397,50359,2402,161258
2012,2,구로구,개봉2동,86189,44182,5152,137222
2012,2,구로구,고척1동,60780,26767,3890,87020
2012,2,구로구,고척2동,62219,20719,4069,74142
2012,2,구로구,구로1동,199384,46378,11496,192242
2012,2,구로구,구로5동,28783,20545,1512,58727
2012,2,구로구,기타,94840,43591,5856,139800
2012,2,구로구,신도림동,166228,68209,8627,226133
2012,2,구로구,오류1동,35364,17553,765,54567
2012,2,구로구,오류2동,96488,60980,2332,178280
2012,2,금천구,기타,6053,2894,510,9218
2012,2,금천구,시흥1동,114583,65861,3335,197219
2012,2,금천구,시흥2동,358839,214471,17850,638489
2012,2,노원구,공릉1동,171198,168632,28681,459845
2012,2,노원구,공릉2동,437632,144397,22684,516536
2012,2,노원구,상계10동,328957,28654,12443,207793
2012,2,노원구,상계1동,237071,97763,629219,528408
2012,2,노원구,상계2동,124693,75801,5607,224525
2012,2,노원구,상계3.4동,83657,52960,4819,155701
2012,2,노원구,상계5동,58268,17128,717,63310
2012,2,노원구,상계6.7동,262649,16025,3519,148428
2012,2,노원구,상계8동,490231,15130,2396,242545
2012,2,노원구,상계9동,250020,7016,14006,126374
2012,2,노원구,월계1동,125717,80639,4984,235590
2012,2,노원구,월계2동,72737,54146,5035,153800
2012,2,노원구,월계3동,215212,88550,12146,293635
2012,2,노원구,중계1동,380831,51519,6762,279120
2012,2,노원구,중계2.3동,228072,23469,5677,151158
2012,2,노원구,중계4동,81582,48295,2673,143659
2012,2,노원구,중계본동,159608,107773,4548,310596
2012,2,노원구,하계1동,128257,14276,5252,88103
2012,2,노원구,하계2동,273002,11039,4590,142004
2012,2,도봉구,기타,64157,28434,2770,91814
2012,2,도봉구,도봉1동,47595,16559,1844,57885
2012,2,도봉구,도봉2동,120074,76856,3158,224117
2012,2,도봉구,방학1동,49684,33149,3581,96509
2012,2,도봉구,방학3동,278400,156010,15108,472520
2012,2,도봉구,쌍문1동,28237,25217,862,68745
2012,2,도봉구,쌍문2동,34377,18738,2067,57235
2012,2,도봉구,쌍문3동,27631,28562,1000,76026
2012,2,도봉구,쌍문4동,129918,83559,4137,243631
2012,2,도봉구,창1동,184834,36909,9151,164084
2012,2,도봉구,창2동,138150,95912,5782,275338
2012,2,도봉구,창3동,51514,36723,6048,106109
2012,2,도봉구,창4동,340380,44379,5946,245704
2012,2,도봉구,창5동,141826,68899,9727,217697
2012,2,동대문구,답십리1동,22561,32724,842,83147
2012,2,동대문구,답십리2동,391144,234521,17392,696946
2012,2,동대문구,용신동,145509,101915,7557,292494
2012,2,동대문구,이문1동,89668,49512,5121,150626
2012,2,동대문구,이문2동,227496,277163,14040,721965
2012,2,동대문구,장안1동,79899,59579,4948,168977
2012,2,동대문구,장안2동,164948,138028,5442,380928
2012,2,동대문구,전농1동,88611,54023,2726,159487
2012,2,동대문구,전농2동,93931,74517,777,207003
2012,2,동대문구,제기동,39448,53578,17330,142494
2012,2,동대문구,청량리동,60918,80212,2819,206440
2012,2,동대문구,회기동,23360,13624,46,40438
2012,2,동대문구,휘경2동,225527,221219,67893,613694
2012,2,동작구,기타,10779,4837,507,15574
2012,2,동작구,대방동,498881,153500,25173,563723
2012,2,동작구,사당1동,2291,751,189,2716
2012,2,동작구,사당2동,124059,13249,7479,84762
2012,2,동작구,상도1동,238287,194936,14185,542400
2012,2,동작구,상도2동,312392,165448,26867,511978
2012,2,동작구,상도3동,49696,71986,3147,183365
2012,2,동작구,신대방1동,348537,208824,24521,623686
2012,2,동작구,신대방2동,104657,41253,440,136928
2012,2,동작구,흑석동,144842,29230,8175,129602
2012,2,마포구,공덕동,116133,70960,6676,210407
2012,2,마포구,기타,10084,4039,596,13521
2012,2,마포구,대흥동,83218,7558,5262,53961
2012,2,마포구,도화동,207558,60057,16069,227867
2012,2,마포구,망원2동,21861,29878,1449,76677
2012,2,마포구,상암동,557821,20502,31743,292979
2012,2,마포구,서교동,2711,6696,120,16188
2012,2,마포구,성산1동,305986,171759,53061,532094
2012,2,마포구,성산2동,530375,131805,9739,523356
2012,2,마포구,아현동,31298,31466,1991,84415
2012,2,마포구,염리동,161206,58500,15206,204440
2012,2,마포구,용강동,209215,32968,11026,166216
2012,2,마포구,합정동,159354,86334,432,261098
2012,2,서대문구,기타,83837,40263,3835,127009
2012,2,서대문구,남가좌2동,39294,14798,38497,62589
2012,2,서대문구,북가좌1동,40988,19209,2198,61137
2012,2,서대문구,북가좌2동,19547,3899,1410,17490
2012,2,서대문구,연희동,34496,14066,2062,46819
2012,2,서대문구,천연동,43434,12135,2445,46410
2012,2,서초구,내곡동,3048,4105,134,10532
2012,2,서초구,반포1동,113201,18993,4765,92124
2012,2,서초구,반포2동,130410,10920,5462,81568
2012,2,서초구,반포4동,38408,5400,1656,28931
2012,2,서초구,반포본동,10077,4069,377,13512
2012,2,서초구,방배1동,13901,10282,990,29254
2012,2,서초구,방배2동,175116,54138,1224,195925
2012,2,서초구,방배3동,117151,33757,23186,132986
2012,2,서초구,방배4동,201710,61096,3704,223610
2012,2,서초구,방배본동,142407,39445,11105,152424
2012,2,서초구,서초1동,136120,65836,6867,207468
2012,2,서초구,서초2동,153725,15208,4598,100772
2012,2,서초구,서초3동,42605,25187,2098,75180
2012,2,서초구,서초4동,298072,11172,23879,159336
2012,2,서초구,양재1동,33276,15432,1318,49114
2012,2,서초구,양재2동,2611,2478,78,6684
2012,2,서초구,잠원동,133086,48033,4080,165377
2012,2,성동구,금호1가동,72318,12281,4056,59519
2012,2,성동구,금호2.3가동,8925,6095,701,17670
2012,2,성동구,금호4가동,47316,30684,3082,89817
2012,2,성동구,기타,2794,1802,173,5279
2012,2,성동구,마장동,207766,80529,5645,270352
2012,2,성동구,사근동,6875,4722,18,13498
2012,2,성동구,옥수동,90406,13966,3429,70754
2012,2,성동구,행당1동,68541,35148,3959,109107
2012,2,성동구,행당2동,296778,149279,16824,465804
2012,2,성북구,길음1동,192460,150826,10485,422934
2012,2,성북구,길음2동,20056,15296,1171,43156
2012,2,성북구,돈암1동,120585,43023,6055,149510
2012,2,성북구,돈암2동,119402,46202,8308,156877
2012,2,성북구,보문동,12422,6545,896,20225
2012,2,성북구,월곡1동,61612,34231,4215,104200
2012,2,성북구,월곡2동,56259,18706,3654,66968
2012,2,성북구,정릉1동,112105,59544,6545,183084
2012,2,성북구,정릉3동,12941,7893,24,23175
2012,2,성북구,정릉4동,126455,72385,6080,217778
2012,2,성북구,종암동,72784,44062,4869,131176
2012,2,송파구,가락1동,6955,49295,281,113463
2012,2,송파구,가락2동,301329,69236,21610,290027
2012,2,송파구,가락본동,223090,117750,9731,361581
2012,2,송파구,거여1동,162667,104542,9567,306321
2012,2,송파구,거여2동,53300,31296,1230,93110
2012,2,송파구,기타,574,28,19,312
2012,2,송파구,마천1동,21081,35967,1547,90018
2012,2,송파구,마천2동,236839,167346,2608,476141
2012,2,송파구,문정1동,304022,55051,13592,256732
2012,2,송파구,문정2동,130467,3934,5858,66075
2012,2,송파구,방이1동,157995,57060,12789,199050
2012,2,송파구,방이2동,67162,40394,265,119047
2012,2,송파구,송파1동,132322,82960,21989,249235
2012,2,송파구,송파2동,318994,54963,6803,260629
2012,2,송파구,오금동,294606,104691,7744,361991
2012,2,송파구,오륜동,250288,13173,13147,139994
2012,2,송파구,잠실2동,658928,28661,43461,358015
2012,2,송파구,잠실3동,455299,17535,19117,238672
2012,2,송파구,잠실4동,296178,1879,14757,134688
2012,2,송파구,잠실6동,40974,19514,1600,61616
2012,2,송파구,잠실7동,130791,2672,8184,64158
2012,2,송파구,잠실본동,115111,57364,571,177492
2012,2,송파구,장지동,252514,108135,10694,352839
2012,2,송파구,풍납1동,20856,11262,1186,34464
2012,2,송파구,풍납2동,224778,50199,7040,210089
2012,2,양천구,기타,53562,16347,2105,60026
2012,2,양천구,목1동,207044,10123,5545,112304
2012,2,양천구,목2동,172947,58150,16277,208989
2012,2,양천구,목3동,230524,106175,1992,336235
2012,2,양천구,목4동,213291,47010,9871,199014
2012,2,양천구,목5동,393370,8435,27056,194666
2012,2,양천구,신월1동,14864,4886,1193,17643
2012,2,양천구,신월2동,13359,17320,941,44773
2012,2,양천구,신월5동,9482,4718,528,14764
2012,2,양천구,신월6동,37716,23501,837,68912
2012,2,양천구,신월7동,80996,35011,2098,113464
2012,2,양천구,신정1동,84915,13395,3145,67053
2012,2,양천구,신정2동,122772,9496,4410,74791
2012,2,양천구,신정3동,180747,68617,19536,236825
2012,2,양천구,신정4동,106595,51479,19999,167149
2012,2,양천구,신정6동,90390,5265,689,50348
2012,2,양천구,신정7동,168499,32828,4466,146461
2012,2,영등포구,당산1동,60237,18696,5753,69330
2012,2,영등포구,당산2동,234794,70318,13895,261678
